Locus_a,Symbol_a,Gene_ID_a,WormBase_ID_a,Locus_b,Symbol_b,Gene_ID_b,WormBase_ID_b,RSPGM_Score,Pubmed_ID,Author,BioGRID,DIP,GeneOrienteer,IntAct,MINT,WI8,WormBase
R13F6.9,sma-3,175955,WBGene00004857,W02G9.2,kel-8,3565011,WBGene00020952,0.16805408,14704431|19123269,"Li S, et al. (2004)|Simonis N, et al. (2009)",-,DIP,GeneOrienteer,IntAct,MINT,WI8,WormBase
R13F6.9,sma-3,175955,WBGene00004857,W02G9.3,-,178732,WBGene00020953,0.12769778,14704431,"Li S, et al. (2004)",BioGRID,-,GeneOrienteer,-,-,-,-
R13F6.9,sma-3,175955,WBGene00004857,Y116A8C.12,arf-6,191608,WBGene00000184,0.004887609,14704431,"Li S, et al. (2004)",BioGRID,DIP,GeneOrienteer,IntAct,MINT,-,-
R13F6.9,sma-3,175955,WBGene00004857,Y41D4B.19,npp-8,176966,WBGene00003794,0.005293993,14704431|19123269,"Li S, et al. (2004)|Simonis N, et al. (2009)",BioGRID,DIP,GeneOrienteer,IntAct,MINT,WI8,WormBase
R13F6.9,sma-3,175955,WBGene00004857,Y47D3A.6,tra-1,176548,WBGene00006604,0.093514426,16777607,"Deplancke B, et al. (2006)",-,-,GeneOrienteer,-,-,-,WormBase
R13F6.9,sma-3,175955,WBGene00004857,Y48B6A.14,hmg-1.1,175081,WBGene00001971,0.003019761,16777607,"Deplancke B, et al. (2006)",-,-,GeneOrienteer,-,-,-,WormBase
R13F6.9,sma-3,175955,WBGene00004857,ZC204.12,-,173536,WBGene00022562,0.012994206,16777607,"Deplancke B, et al. (2006)",-,-,GeneOrienteer,-,-,-,WormBase
R13F6.9,sma-3,175955,WBGene00004857,ZK1055.7,-,179051,WBGene00022848,0.17306272,14704431|19123269,"Li S, et al. (2004)|Simonis N, et al. (2009)",BioGRID,DIP,GeneOrienteer,IntAct,MINT,WI8,WormBase
R13H8.1,daf-16,172981,WBGene00000912,T15H9.3,hlh-6,188539,WBGene00001952,0.08187398,16777607,"Deplancke B, et al. (2006)",-,-,GeneOrienteer,-,-,-,WormBase
R13H8.1,daf-16,172981,WBGene00000912,T18D3.2,odr-7,181403,WBGene00003854,0.063149653,16777607,"Deplancke B, et al. (2006)",-,-,GeneOrienteer,-,-,-,WormBase
R13H8.1,daf-16,172981,WBGene00000912,T27A8.2,-,188967,WBGene00012074,0.089136535,23791784,"Reece-Hoyes JS, et al. (2013)",-,-,-,IntAct,-,-,-
R13H8.1,daf-16,172981,WBGene00000912,W05H7.4,zfp-3,180479,WBGene00021047,0.22554307,23791784,"Reece-Hoyes JS, et al. (2013)",-,-,-,IntAct,-,-,-
R13H8.1,daf-16,172981,WBGene00000912,W10G6.2,sgk-1,181697,WBGene00004789,0.10016394,15068796|18358814,"Hertweck M, et al. (2004)|Tullet JM, et al. (2008)",-,-,-,IntAct,-,-,-
R13H8.1,daf-16,172981,WBGene00000912,Y45G5AM.1,nhr-114,178821,WBGene00003704,0.34303694,23791784,"Reece-Hoyes JS, et al. (2013)",-,-,-,IntAct,-,-,-
R13H8.1,daf-16,172981,WBGene00000912,Y48A6C.3,sup-35,190015,WBGene00012976,0.026321885,23791784,"Reece-Hoyes JS, et al. (2013)",-,-,-,IntAct,-,-,-
R13H8.1,daf-16,172981,WBGene00000912,Y56A3A.4,taf-12,176617,WBGene00006396,0.081568151,23791784,"Reece-Hoyes JS, et al. (2013)",-,-,-,IntAct,-,-,-
R13H8.1,daf-16,172981,WBGene00000912,Y62F5A.1,mdt-8,174763,WBGene00007013,0.13612247,23791784,"Reece-Hoyes JS, et al. (2013)",-,-,-,IntAct,-,-,-
R13H8.1,daf-16,172981,WBGene00000912,Y73F8A.16,tbx-39,190678,WBGene00006558,0.095351306,23791784,"Reece-Hoyes JS, et al. (2013)",-,-,-,IntAct,-,-,-
R144.1,klp-6,175683,WBGene00002218,T08G11.5,unc-29,172703,WBGene00006765,0.3432541,15990870,"Gottschalk A, et al. (2005)",-,-,-,IntAct,MINT,-,-
R144.1,klp-6,175683,WBGene00002218,Y54G11A.13,ctl-3,175086,WBGene00013220,0.000241854,14704431,"Li S, et al. (2004)",BioGRID,DIP,GeneOrienteer,IntAct,MINT,-,-
R144.10,-,187902,WBGene00020098,Y15E3A.1,nhr-91,181621,WBGene00003681,0.000982898,14704431|19123269,"Li S, et al. (2004)|Simonis N, et al. (2009)",BioGRID,DIP,GeneOrienteer,IntAct,MINT,WI8,WormBase
R144.2,pcf-11,246008,WBGene00020092,T04D1.3,unc-57,172078,WBGene00006791,0.20699457,23549480,"Xin X, et al. (2013)",-,-,-,IntAct,-,-,-
R144.2,pcf-11,246008,WBGene00020092,Y116A8C.36,itsn-1,178491,WBGene00006405,0.21963764,23549480,"Xin X, et al. (2013)",-,-,-,IntAct,-,-,-
R144.2,pcf-11,246008,WBGene00020092,Y20F4.3,gap-3,260016,WBGene00021238,0.003499329,23549480,"Xin X, et al. (2013)",-,-,-,IntAct,-,-,-
R144.2,pcf-11,246008,WBGene00020092,Y37A1B.15,gei-18,178357,WBGene00001575,0.074086706,19447967,"Xin X, et al. (2009)",BioGRID,-,-,IntAct,-,-,-
R144.2,pcf-11,246008,WBGene00020092,Y37A1B.17,-,4926960,WBGene00044989,0.27171686,23549480,"Xin X, et al. (2013)",-,-,-,IntAct,-,-,-
R144.2,pcf-11,246008,WBGene00020092,Y54E10BR.6,rpb-7,171877,WBGene00021845,0.018478539,18692475,"Boxem M, et al. (2008)",-,-,-,-,MINT,-,-
R144.2,pcf-11,246008,WBGene00020092,Y57A10A.9,tag-276,174865,WBGene00013254,0.000360247,19123269,"Simonis N, et al. (2009)",-,-,-,IntAct,-,WI8,-
R144.2,pcf-11,246008,WBGene00020092,Y92H12A.1,src-1,171722,WBGene00005077,0.004872908,23549480,"Xin X, et al. (2013)",-,-,-,IntAct,-,-,-
R144.2,pcf-11,246008,WBGene00020092,ZK858.4,mel-26,172737,WBGene00003209,0.27605982,18692475,"Boxem M, et al. (2008)",BioGRID,-,-,IntAct,-,-,-
R144.3,-,187900,WBGene00020093,R53.3,egl-43,174552,WBGene00001207,0.10276975,23791784,"Reece-Hoyes JS, et al. (2013)",-,-,-,IntAct,-,-,-
R144.3,-,187900,WBGene00020093,T05C12.6,mig-5,174317,WBGene00003241,0.039816486,23791784,"Reece-Hoyes JS, et al. (2013)",-,-,-,IntAct,-,-,-
R144.3,-,187900,WBGene00020093,Y45G5AM.1,nhr-114,178821,WBGene00003704,0.26234554,23791784,"Reece-Hoyes JS, et al. (2013)",-,-,-,IntAct,-,-,-
R144.3,-,187900,WBGene00020093,ZC395.8,ztf-8,175726,WBGene00022598,0.080100893,23791784,"Reece-Hoyes JS, et al. (2013)",-,-,-,IntAct,-,-,-
R144.3,-,187900,WBGene00020093,ZK546.5,-,173850,WBGene00022762,0.007639156,23791784,"Reece-Hoyes JS, et al. (2013)",-,-,-,IntAct,-,-,-
R144.9,mdt-11,175682,WBGene00007015,R53.3,egl-43,174552,WBGene00001207,0.15756948,23791784,"Reece-Hoyes JS, et al. (2013)",-,-,-,IntAct,-,-,-
R144.9,mdt-11,175682,WBGene00007015,T07C4.2,tbx-8,176450,WBGene00006545,0.000672423,23791784,"Reece-Hoyes JS, et al. (2013)",-,-,-,IntAct,-,-,-
R144.9,mdt-11,175682,WBGene00007015,T07C4.6,tbx-9,176449,WBGene00006546,0.9829697,23791784,"Reece-Hoyes JS, et al. (2013)",-,-,-,IntAct,-,-,-
R144.9,mdt-11,175682,WBGene00007015,T24H10.7,jun-1,174452,WBGene00012005,0.10968096,23791784,"Reece-Hoyes JS, et al. (2013)",-,-,-,IntAct,-,-,-
R144.9,mdt-11,175682,WBGene00007015,Y11D7A.12,flh-1,177749,WBGene00012435,0.12914003,23791784,"Reece-Hoyes JS, et al. (2013)",-,-,-,IntAct,-,-,-
R144.9,mdt-11,175682,WBGene00007015,Y11D7A.13,flh-3,189435,WBGene00012436,0.02539784,23791784,"Reece-Hoyes JS, et al. (2013)",-,-,-,IntAct,-,-,-
R144.9,mdt-11,175682,WBGene00007015,Y39A3CR.6,hlh-33,189728,WBGene00021446,0.2478669,23791784,"Reece-Hoyes JS, et al. (2013)",-,-,-,IntAct,-,-,-
R144.9,mdt-11,175682,WBGene00007015,Y39E4B.2,snpc-1.2,176734,WBGene00012715,0.007549118,23791784,"Reece-Hoyes JS, et al. (2013)",-,-,-,IntAct,-,-,-
R144.9,mdt-11,175682,WBGene00007015,Y53C12B.5,mab-3,174533,WBGene00003100,0.26754125,23791784,"Reece-Hoyes JS, et al. (2013)",-,-,-,IntAct,-,-,-
R144.9,mdt-11,175682,WBGene00007015,Y65B4BR.5,icd-2,171646,WBGene00022042,0.004073393,23791784,"Reece-Hoyes JS, et al. (2013)",-,-,-,IntAct,-,-,-
R144.9,mdt-11,175682,WBGene00007015,ZK546.5,-,173850,WBGene00022762,0.01203784,23791784,"Reece-Hoyes JS, et al. (2013)",-,-,-,IntAct,-,-,-
R144.9,mdt-11,175682,WBGene00007015,ZK970.3,mdt-22,174595,WBGene00007022,0.00238911,14704431|19123269,"Li S, et al. (2004)|Simonis N, et al. (2009)",BioGRID,DIP,GeneOrienteer,IntAct,MINT,WI8,WormBase
R148.3,-,175423,WBGene00020102,T10A3.1,unc-10,180990,WBGene00006750,0.004973053,21110867,"Lenfant N, et al. (2010)",-,-,-,IntAct,-,-,-
R148.3,-,175423,WBGene00020102,T17H7.4,pat-12,175227,WBGene00003936,0.029137575,14704431|19123269,"Li S, et al. (2004)|Simonis N, et al. (2009)",BioGRID,DIP,GeneOrienteer,IntAct,MINT,WI8,WormBase
R148.3,-,175423,WBGene00020102,Y92H12A.1,src-1,171722,WBGene00005077,0.047946054,23549480,"Xin X, et al. (2013)",-,-,-,IntAct,-,-,-
R148.5,-,175422,WBGene00020104,Y59E9AR.3,tbx-30,190419,WBGene00006549,0.007243463,14704431,"Li S, et al. (2004)",-,DIP,GeneOrienteer,IntAct,MINT,-,-
R148.5,-,175422,WBGene00020104,Y59E9AR.5,tbx-42,190421,WBGene00022000,0.007243463,14704431|19123269,"Li S, et al. (2004)|Simonis N, et al. (2009)",BioGRID,-,GeneOrienteer,-,-,WI8,WormBase
R148.6,heh-1,175426,WBGene00006452,T04D3.1,-,173197,WBGene00011431,0.002532791,19123269,"Simonis N, et al. (2009)",-,-,-,IntAct,-,WI8,-
R151.2,-,176016,WBGene00020107,W04G3.5,-,181299,WBGene00012258,0.001067106,19123269,"Simonis N, et al. (2009)",-,-,-,IntAct,-,WI8,-
R151.2,-,176016,WBGene00020107,Y48G1C.1,-,171599,WBGene00021676,0.012697448,14704431|19123269,"Li S, et al. (2004)|Simonis N, et al. (2009)",BioGRID,DIP,GeneOrienteer,IntAct,MINT,WI8,WormBase
R151.3,rpl-6,176015,WBGene00004417,T07C4.1,umps-1,176453,WBGene00011559,0.044906807,14704431,"Li S, et al. (2004)",BioGRID,DIP,GeneOrienteer,IntAct,MINT,-,-
R151.3,rpl-6,176015,WBGene00004417,Y62E10A.2,-,178298,WBGene00013373,2.85e-005,14704431,"Li S, et al. (2004)",BioGRID,DIP,GeneOrienteer,IntAct,MINT,-,-
R151.3,rpl-6,176015,WBGene00004417,ZK430.2,tag-231,173777,WBGene00044063,2.85e-005,14704431,"Li S, et al. (2004)",BioGRID,DIP,GeneOrienteer,IntAct,MINT,-,-
R155.1,mboa-6,175339,WBGene00020115,VW02B12L.3,ebp-2,174744,WBGene00012156,0.002149713,14704431,"Li S, et al. (2004)",BioGRID,DIP,GeneOrienteer,IntAct,MINT,-,-
R160.1,dpy-23,180713,WBGene00001082,Y116A8C.36,itsn-1,178491,WBGene00006405,0.13873951,23818590,"Mayers JR, et al. (2013)",BioGRID,-,-,-,-,-,-
R166.1,mab-10,187916,WBGene00003107,W03C9.4,lin-29,174830,WBGene00003015,0.003513612,19123269,"Simonis N, et al. (2009)",-,-,-,IntAct,-,WI8,-
R166.1,mab-10,187916,WBGene00003107,Y116A8C.36,itsn-1,178491,WBGene00006405,0.007656666,23549480,"Xin X, et al. (2013)",-,-,-,IntAct,-,-,-
R166.1,mab-10,187916,WBGene00003107,Y45F10D.13,sorb-1,3565590,WBGene00012891,0.070441204,19447967|23549480,"Xin X, et al. (2009)|Xin X, et al. (2013)",BioGRID,-,-,IntAct,-,-,-
R166.1,mab-10,187916,WBGene00003107,ZK1127.9,tcer-1,174150,WBGene00022855,0.017444694,19123269,"Simonis N, et al. (2009)",-,-,-,IntAct,-,WI8,-
R166.2,-,174620,WBGene00011302,T07C4.1,umps-1,176453,WBGene00011559,0.015826792,14704431|19123269,"Li S, et al. (2004)|Simonis N, et al. (2009)",BioGRID,DIP,GeneOrienteer,IntAct,MINT,WI8,WormBase
R166.2,-,174620,WBGene00011302,T08G5.5,vps-39,179902,WBGene00011625,0.087156843,14704431,"Li S, et al. (2004)",BioGRID,DIP,GeneOrienteer,IntAct,MINT,-,-
R166.2,-,174620,WBGene00011302,Y48G9A.7,-,190054,WBGene00021701,0.000541204,14704431,"Li S, et al. (2004)",BioGRID,DIP,GeneOrienteer,IntAct,MINT,-,-
R186.4,lin-46,179782,WBGene00003031,ZK945.2,pas-7,174571,WBGene00003928,0.001854332,11559592|14704431|19123269,"Davy A, et al. (2001)|Li S, et al. (2004)|Simonis N, et al. (2009)",BioGRID,-,GeneOrienteer,IntAct,MINT,WI8,-
R186.5,shw-3,191761,WBGene00004793,Y18D10A.8,-,173151,WBGene00012478,0.002840142,14704431|19123269,"Li S, et al. (2004)|Simonis N, et al. (2009)",BioGRID,DIP,GeneOrienteer,IntAct,MINT,WI8,WormBase
R31.1,sma-1,179629,WBGene00004855,T11B7.4,alp-1,177701,WBGene00001132,0.8341109,23549480,"Xin X, et al. (2013)",-,-,-,IntAct,-,-,-
R31.1,sma-1,179629,WBGene00004855,T17H7.4,pat-12,175227,WBGene00003936,0.15837974,23549480,"Xin X, et al. (2013)",-,-,-,IntAct,-,-,-
R31.1,sma-1,179629,WBGene00004855,W09H1.6,lec-1,174964,WBGene00002264,0.060890374,14704431|19123269,"Li S, et al. (2004)|Simonis N, et al. (2009)",BioGRID,DIP,GeneOrienteer,IntAct,MINT,WI8,WormBase
R31.1,sma-1,179629,WBGene00004855,Y106G6D.7,-,172878,WBGene00013703,0.072628422,23549480,"Xin X, et al. (2013)",-,-,-,IntAct,-,-,-
R31.1,sma-1,179629,WBGene00004855,Y43F8C.6,-,180285,WBGene00012828,0.042639561,23549480,"Xin X, et al. (2013)",-,-,-,IntAct,-,-,-
R31.1,sma-1,179629,WBGene00004855,Y57G11C.24,eps-8,178411,WBGene00001330,0.22686238,23549480,"Xin X, et al. (2013)",-,-,-,IntAct,-,-,-
R31.3,osm-6,179631,WBGene00003886,W07B3.2,gei-4,175195,WBGene00001561,0.20891029,14704431,"Li S, et al. (2004)",BioGRID,DIP,GeneOrienteer,IntAct,MINT,-,-
R53.3,egl-43,174552,WBGene00001207,T05A10.1,sma-9,181271,WBGene00004862,0.32043696,23791784,"Reece-Hoyes JS, et al. (2013)",-,-,-,IntAct,-,-,-
R53.3,egl-43,174552,WBGene00001207,T07C4.6,tbx-9,176449,WBGene00006546,0.99997585,23791784,"Reece-Hoyes JS, et al. (2013)",-,-,-,IntAct,-,-,-
R53.3,egl-43,174552,WBGene00001207,T12D8.7,taf-9,176798,WBGene00006391,0.12752706,23791784,"Reece-Hoyes JS, et al. (2013)",-,-,-,IntAct,-,-,-
R53.3,egl-43,174552,WBGene00001207,T13C5.4,ceh-54,188474,WBGene00020485,0.041550918,23791784,"Reece-Hoyes JS, et al. (2013)",-,-,-,IntAct,-,-,-
R53.3,egl-43,174552,WBGene00001207,T22B7.1,egl-13,180833,WBGene00001182,0.58438304,23791784,"Reece-Hoyes JS, et al. (2013)",-,-,-,IntAct,-,-,-
R53.3,egl-43,174552,WBGene00001207,T22C8.3,-,188731,WBGene00011924,0.085401093,23791784,"Reece-Hoyes JS, et al. (2013)",-,-,-,IntAct,-,-,-
R53.3,egl-43,174552,WBGene00001207,T28F12.2,unc-62,178845,WBGene00006796,0.68531295,23791784,"Reece-Hoyes JS, et al. (2013)",-,-,-,IntAct,-,-,-
R53.3,egl-43,174552,WBGene00001207,W02D3.9,unc-37,172394,WBGene00006773,0.002479129,23791784,"Reece-Hoyes JS, et al. (2013)",-,-,-,IntAct,-,-,-
R53.3,egl-43,174552,WBGene00001207,Y45G5AM.1,nhr-114,178821,WBGene00003704,0.59277941,23791784,"Reece-Hoyes JS, et al. (2013)",-,-,-,IntAct,-,-,-
R53.3,egl-43,174552,WBGene00001207,Y48C3A.17,efl-2,174980,WBGene00001162,0.000301005,23791784,"Reece-Hoyes JS, et al. (2013)",-,-,-,IntAct,-,-,-
R53.3,egl-43,174552,WBGene00001207,Y51H1A.4,ing-3,3564936,WBGene00013095,0.33552819,23791784,"Reece-Hoyes JS, et al. (2013)",-,-,-,IntAct,-,-,-
R53.3,egl-43,174552,WBGene00001207,ZK867.1,syd-9,180985,WBGene00044068,0.009158178,17513831,"Vermeirssen V, et al. (2007)",-,-,GeneOrienteer,-,-,-,WormBase
R53.5,-,174555,WBGene00011274,W02G9.2,kel-8,3565011,WBGene00020952,0.38232174,14704431|19123269,"Li S, et al. (2004)|Simonis N, et al. (2009)",-,DIP,GeneOrienteer,IntAct,MINT,WI8,WormBase
R53.5,-,174555,WBGene00011274,W02G9.3,-,178732,WBGene00020953,0.30075155,14704431,"Li S, et al. (2004)",BioGRID,-,GeneOrienteer,-,-,-,-
R53.5,-,174555,WBGene00011274,Y69H2.3,-,180221,WBGene00013481,0.006146561,19123269,"Simonis N, et al. (2009)",-,-,-,IntAct,-,WI8,-
R74.1,lars-1,175538,WBGene00003073,Y105E8B.1,lev-11,173319,WBGene00002978,0.021883312,18692475,"Boxem M, et al. (2008)",-,-,-,-,MINT,-,-
R74.3,xbp-1,175541,WBGene00006959,W07B3.2,gei-4,175195,WBGene00001561,0.34284661,14704431,"Li S, et al. (2004)",BioGRID,DIP,GeneOrienteer,IntAct,MINT,-,-
R74.5,asd-1,175542,WBGene00011279,T21G5.5,asd-2,188703,WBGene00006423,0.054525349,19123269,"Simonis N, et al. (2009)",-,-,-,IntAct,-,WI8,-
R74.5,asd-1,175542,WBGene00011279,T22B2.4,sup-12,180674,WBGene00006321,0.018642313,14704431|19123269|25132178,"Li S, et al. (2004)|Simonis N, et al. (2009)|Kuwasako K, et al. (2014)",BioGRID,DIP,GeneOrienteer,IntAct,MINT,WI8,WormBase
T01B10.4,nhr-14,181102,WBGene00003613,ZK287.8,her-1,179360,WBGene00001842,6e-006,14704431,"Li S, et al. (2004)",BioGRID,DIP,GeneOrienteer,IntAct,MINT,-,-
T01B11.3,syx-4,177647,WBGene00006374,ZK546.1,zyg-12,3565765,WBGene00006997,0.015471507,18692475,"Boxem M, et al. (2008)",BioGRID,-,-,IntAct,-,-,-
T01B7.3,rab-21,187932,WBGene00004279,ZK849.2,gopc-1,3565651,WBGene00014101,0.040533773,19123269,"Simonis N, et al. (2009)",-,-,-,IntAct,-,WI8,-
T01B7.5,-,174395,WBGene00011311,W03G1.4,-,189166,WBGene00043538,0.012185701,19123269,"Simonis N, et al. (2009)",-,-,-,IntAct,-,-,-
T01B7.5,-,174395,WBGene00011311,Y55F3C.6,-,176897,WBGene00043707,0.007037186,19123269,"Simonis N, et al. (2009)",-,-,-,-,-,WI8,-
T01B7.5,-,174395,WBGene00011311,Y75B8A.7,-,176646,WBGene00013544,0.000400884,19123269,"Simonis N, et al. (2009)",-,-,-,IntAct,-,WI8,-
T01B7.8,-,187933,WBGene00011313,T21B6.3,-,181284,WBGene00011880,0.013321081,14704431|19123269,"Li S, et al. (2004)|Simonis N, et al. (2009)",BioGRID,DIP,GeneOrienteer,IntAct,MINT,WI8,WormBase
T01B7.8,-,187933,WBGene00011313,T22E5.5,mup-2,180914,WBGene00003495,0.005486416,14704431,"Li S, et al. (2004)",BioGRID,DIP,GeneOrienteer,IntAct,MINT,-,-
T01B7.8,-,187933,WBGene00011313,Y39B6A.1,-,180264,WBGene00012664,0.031997233,14704431|19123269,"Li S, et al. (2004)|Simonis N, et al. (2009)",BioGRID,DIP,GeneOrienteer,IntAct,MINT,WI8,WormBase
T01B7.8,-,187933,WBGene00011313,Y47G6A.8,crn-1,171917,WBGene00000794,0.002660197,14704431,"Li S, et al. (2004)",BioGRID,DIP,GeneOrienteer,IntAct,MINT,-,-
T01B7.8,-,187933,WBGene00011313,Y69H2.3,-,180221,WBGene00013481,0.14330944,14704431,"Li S, et al. (2004)",BioGRID,DIP,GeneOrienteer,IntAct,MINT,-,-
T01C3.2,-,179996,WBGene00011319,Y53H1A.1,rsy-1,173015,WBGene00013177,0.001713365,19123269,"Simonis N, et al. (2009)",-,-,-,IntAct,-,WI8,-
T01C3.3,-,179997,WBGene00011320,Y41C4A.14,mrt-2,176608,WBGene00003417,0.2630733,11778048|14704431|19123269,"Boulton SJ, et al. (2002)|Li S, et al. (2004)|Simonis N, et al. (2009)",BioGRID,DIP,GeneOrienteer,IntAct,MINT,WI8,WormBase
T01C3.7,fib-1,179999,WBGene00001423,Y39G10AR.13,icp-1,171788,WBGene00002047,0.097321884,14704431,"Li S, et al. (2004)",BioGRID,DIP,GeneOrienteer,IntAct,MINT,-,-
T01C3.9,-,180001,WBGene00011324,T19E10.1,ect-2,174658,WBGene00002297,9.46e-005,19123269,"Simonis N, et al. (2009)",-,-,-,IntAct,-,WI8,-
T01C8.1,aak-2,181727,WBGene00020142,Y47D3A.15,aakb-2,176552,WBGene00012928,0.006716046,19123269,"Simonis N, et al. (2009)",-,-,-,IntAct,-,WI8,-
T01C8.1,aak-2,181727,WBGene00020142,Y65B4BR.5,icd-2,171646,WBGene00022042,0.088248222,14704431|19123269,"Li S, et al. (2004)|Simonis N, et al. (2009)",BioGRID,DIP,GeneOrienteer,IntAct,MINT,WI8,WormBase
T01D1.2,etr-1,173401,WBGene00001340,T21G5.5,asd-2,188703,WBGene00006423,0.028975718,19123269,"Simonis N, et al. (2009)",-,-,-,IntAct,-,WI8,-
T01D1.2,etr-1,173401,WBGene00001340,T22B2.4,sup-12,180674,WBGene00006321,0.009949876,14704431|19123269,"Li S, et al. (2004)|Simonis N, et al. (2009)",BioGRID,DIP,GeneOrienteer,IntAct,MINT,WI8,WormBase
T01D1.6,abu-11,173404,WBGene00000034,T02E1.3,gla-3,172604,WBGene00011376,0.004838512,14704431|19123269,"Li S, et al. (2004)|Simonis N, et al. (2009)",BioGRID,DIP,GeneOrienteer,IntAct,MINT,WI8,WormBase
T01D1.6,abu-11,173404,WBGene00000034,T04C9.1,-,175849,WBGene00020209,0.010110704,19447967,"Xin X, et al. (2009)",BioGRID,-,-,IntAct,-,-,-
T01D1.6,abu-11,173404,WBGene00000034,T05B4.3,phat-4,178812,WBGene00020237,0.018354903,14704431,"Li S, et al. (2004)",BioGRID,DIP,GeneOrienteer,IntAct,MINT,-,-
T01D1.6,abu-11,173404,WBGene00000034,T22F7.5,-,259996,WBGene00020704,0.016992787,14704431,"Li S, et al. (2004)",BioGRID,DIP,GeneOrienteer,IntAct,MINT,-,-
T01D1.6,abu-11,173404,WBGene00000034,T23F1.6,pqn-71,188802,WBGene00004153,0.33331235,14704431|19123269,"Li S, et al. (2004)|Simonis N, et al. (2009)",BioGRID,DIP,GeneOrienteer,IntAct,MINT,WI8,WormBase
T01D1.6,abu-11,173404,WBGene00000034,T25F10.6,clik-1,179069,WBGene00020808,0.032479021,14704431,"Li S, et al. (2004)",BioGRID,DIP,GeneOrienteer,IntAct,MINT,-,-
T01D1.6,abu-11,173404,WBGene00000034,W03G1.5,-,189167,WBGene00021011,0.0641585,14704431,"Li S, et al. (2004)",BioGRID,DIP,GeneOrienteer,IntAct,MINT,-,-
T01D1.6,abu-11,173404,WBGene00000034,Y22F5A.4,lys-1,179428,WBGene00003090,0.009730271,14704431|19123269,"Li S, et al. (2004)|Simonis N, et al. (2009)",BioGRID,DIP,GeneOrienteer,IntAct,MINT,WI8,WormBase
T01D1.6,abu-11,173404,WBGene00000034,Y37D8A.21,-,176710,WBGene00012558,0.016629264,19123269,"Simonis N, et al. (2009)",-,-,-,IntAct,-,WI8,-
T01D1.6,abu-11,173404,WBGene00000034,Y39B6A.1,-,180264,WBGene00012664,0.16640552,14704431|19123269,"Li S, et al. (2004)|Simonis N, et al. (2009)",BioGRID,DIP,GeneOrienteer,IntAct,MINT,WI8,WormBase
T01D1.6,abu-11,173404,WBGene00000034,Y43B11AR.4,rps-4,177481,WBGene00004473,0.000356652,14704431,"Li S, et al. (2004)",BioGRID,DIP,GeneOrienteer,IntAct,MINT,-,-
T01D1.6,abu-11,173404,WBGene00000034,Y48B6A.2,rpl-43,175070,WBGene00004456,0.003974153,14704431,"Li S, et al. (2004)",BioGRID,DIP,GeneOrienteer,IntAct,MINT,-,-
T01D1.6,abu-11,173404,WBGene00000034,Y69H2.3,-,180221,WBGene00013481,0.94280125,14704431,"Li S, et al. (2004)",BioGRID,DIP,GeneOrienteer,IntAct,MINT,-,-
T01D1.6,abu-11,173404,WBGene00000034,Y75B12B.2,cyn-7,180027,WBGene00000883,0.007039987,14704431,"Li S, et al. (2004)",BioGRID,DIP,GeneOrienteer,IntAct,MINT,-,-
T01D1.6,abu-11,173404,WBGene00000034,Y77E11A.15,col-106,176955,WBGene00000680,0.009166526,14704431|19123269,"Li S, et al. (2004)|Simonis N, et al. (2009)",BioGRID,DIP,GeneOrienteer,IntAct,MINT,WI8,WormBase
T01D1.6,abu-11,173404,WBGene00000034,Y79H2A.11,zyg-8,176639,WBGene00006993,0.06922106,14704431|19123269,"Li S, et al. (2004)|Simonis N, et al. (2009)",BioGRID,DIP,GeneOrienteer,IntAct,MINT,WI8,WormBase
T01D1.6,abu-11,173404,WBGene00000034,Y87G2A.8,gpi-1,173227,WBGene00013597,0.007039987,14704431,"Li S, et al. (2004)",BioGRID,DIP,GeneOrienteer,IntAct,MINT,-,-
T01D3.2,hlh-34,179860,WBGene00011327,T23H4.2,nhr-69,172840,WBGene00003659,0.001333191,23791784,"Reece-Hoyes JS, et al. (2013)",-,-,-,IntAct,-,-,-
T01D3.5,-,179862,WBGene00011329,ZK370.2,sma-2,176229,WBGene00004856,2.02e-005,14704431,"Li S, et al. (2004)",BioGRID,DIP,GeneOrienteer,IntAct,MINT,-,-
T01E8.3,plc-3,174586,WBGene00004038,Y73F8A.8,pqn-90,190671,WBGene00004170,0.016136745,23549480,"Xin X, et al. (2013)",-,-,-,IntAct,-,-,-
T01G1.1,klp-12,178057,WBGene00002223,T06F4.1,-,180686,WBGene00020294,0.000240265,14704431,"Li S, et al. (2004)",BioGRID,DIP,GeneOrienteer,IntAct,MINT,-,-
T01G1.3,sec-31,178060,WBGene00011338,Y116A8C.36,itsn-1,178491,WBGene00006405,0.078945493,23549480,"Xin X, et al. (2013)",-,-,-,IntAct,-,-,-
T01G1.3,sec-31,178060,WBGene00011338,Y37A1B.17,-,4926960,WBGene00044989,0.10290059,23549480,"Xin X, et al. (2013)",-,-,-,IntAct,-,-,-
T01G9.2,-,172609,WBGene00011344,ZK1098.4,-,176348,WBGene00014221,0.003203617,14704431|19123269,"Li S, et al. (2004)|Simonis N, et al. (2009)",BioGRID,DIP,GeneOrienteer,IntAct,MINT,WI8,WormBase
T01G9.3,dma-1,187968,WBGene00011345,W01F3.1,mnr-1,180350,WBGene00012184,0.002488961,24120131,"Dong X, et al. (2013)",-,-,-,IntAct,-,-,-
T01G9.5,mei-1,172612,WBGene00003183,T10F2.1,gars-1,175703,WBGene00001744,0.047034534,14704431,"Li S, et al. (2004)",BioGRID,DIP,GeneOrienteer,IntAct,MINT,-,-
